URL,Filters,,,,,,,,,,,,,,
https://app.dealroom.co/investors/f/all_slug_locations/anyof_~united_states~/company_status/not_closed/investor_type/anyof_accelerator?selectedColumns=name%2CpreferredRound%2ChqLocations%2CdealSizeEnhanced%2CinvestorNumberOfRoundsIndustry%2CinvestorTotalFundingEnhanced%2CinvestorPorfolioSize%2CinvestmentsValuationEnhanced%2Cinvestments%2CinvestorExitsNum%2CinvestorExitScore%2CinvestorExitsFundingEnhanced%2ClpInvestmentsNum%2ClpInvestments&sort=-rounds_count_12_months&investorNumberOfRoundsIndustry=rounds_count_12_months&heatMapType=&groupId=1413&id=92070,Include All locations: United states; Investor type: Accelerator; Exclude Company status: Closed,,,,,,,,,,,,,,
ID,Type,Dealroom URL,Website,Name,HQ region,HQ country,HQ city,Sectors of focus,Launch year,Last round date,Portfolio size,Rounds number (12 months),Exits total (USD M),Exits number,Total value of current portfolio (USD M)
3224073,accelerator,https://app.dealroom.co/investors/spine_dot,https://spine.com,SPINE DOT,North America,United States,San Francisco,,1998,,0,0,,,
3221014,accelerator,https://app.dealroom.co/investors/transformative_tech,http://transformativetech.org,Transformative Tech,North America,United States,Santa Clara,,2014,,0,0,,,
3219498,accelerator,https://app.dealroom.co/investors/moken_1,https://brotherspizzawoburn.com,Moken,North America,United States,San Francisco,,2020,,0,0,,,
3211497,accelerator,https://app.dealroom.co/investors/the_shrimp_society,http://theshrimpsociety.com,The Shrimp Society,North America,United States,Miami,,2020,,0,0,,,
3189737,accelerator,https://app.dealroom.co/investors/imagine_cup,https://imaginecup.microsoft.com/en-us,Imagine Cup,North America,United States,Redmond,,,May/2024,8,0,,,
3161661,accelerator,https://app.dealroom.co/investors/endeavor_atlanta,https://endeavoratlanta.org,Endeavor Atlanta,North America,United States,Decatur,,2017,,0,0,,,
3161656,accelerator,https://app.dealroom.co/investors/start_me_atlanta,https://startmeatl.org,Start:ME Atlanta,North America,United States,Atlanta,,2013,,0,0,,,
3159274,accelerator,https://app.dealroom.co/investors/platform_venture_studio,https://platformvc.ai,Platform Studio,North America,United States,San Francisco,,2020,Feb/2024,8,0,,,21.04
3156887,accelerator,https://app.dealroom.co/investors/burnout_game_ventures,http://burngameven.com,Burnout Game Ventures,North America,United States,Winter Park,,2014,,0,0,,,
3150178,accelerator,https://app.dealroom.co/investors/bulgaria_innovation_hub,https://www.bghub.io/,Bulgaria Innovation Hub,North America,United States,San Francisco,,2019,,40,0,1.78,0,778.36
3123587,accelerator,https://app.dealroom.co/investors/orbit_health_1,http://orbithealth.co,Orbit Health,Africa,Ethiopia,,,2014,,0,0,,,
3116987,accelerator,https://app.dealroom.co/investors/aurelia_ventures,http://aureliaventures.com,Aurelia Ventures,North America,United States,San Francisco,dt and ls,2019,Feb/2024,104,0,15,0,743.24
3107367,accelerator,https://app.dealroom.co/investors/one_valley,https://www.theonevalley.com,OneValley,North America,United States,San Mateo,,2010,Jun/2024,7,0,,0,90
3107358,accelerator,https://app.dealroom.co/investors/alphalab_health,https://alphalabhealth.org/,AlphaLab Health,North America,United States,Pittsburgh,,2020,Dec/2023,25,0,,,114.4
3101108,accelerator,https://app.dealroom.co/investors/757_accelerate,http://757accelerate.org,757 Accelerate,North America,United States,Virginia Beach,,2017,Feb/2025,7,0,,,31.88
3096656,accelerator,https://app.dealroom.co/investors/nike_accelerator,http://nikeaccelerator.com,Nike Accelerator,North America,United States,Beaverton,,,Mar/2013,2,0,,,
3090921,accelerator,https://app.dealroom.co/investors/techrise_chicago,http://techrise.co,TechRise Chicago,North America,United States,Chicago,,2021,Dec/2023,93,0,,0,62.2
3088521,accelerator,https://app.dealroom.co/investors/seneca_nation_center_for_business_growth,http://salamancachamber.org,Seneca Nation Center for Business Growth,North America,United States,Salamanca,,,,0,0,,,
3086514,accelerator,https://app.dealroom.co/investors/studio_x_1_1,https://thinkonward.com/,Onward,North America,United States,Austin,,2020,,0,0,,,
3084868,accelerator,https://app.dealroom.co/investors/phx_startup_week,http://phxstartupweek.com,PHX Startup Week,North America,United States,Phoenix,,2015,,0,0,,,
3083597,accelerator,https://app.dealroom.co/investors/ladies_who_launch_1_1,http://ladieswholaunch.org,Ladies Who Launch,North America,United States,San Francisco,,2013,Jun/2023,19,0,,0,
3082394,accelerator,https://app.dealroom.co/investors/stacks_accelerator,https://stacks.ac,Stacks Accelerator,North America,United States,San Francisco,,,Nov/2022,24,0,,,217.31
3079088,accelerator,https://app.dealroom.co/investors/hyperspace_challenge,http://hyperspacechallenge.com,Hyperspace Challenge,North America,United States,Albuquerque,,2018,,1,0,,,31.02
3076594,accelerator,https://app.dealroom.co/investors/tachyon_3,http://tachyon.xyz,Tachyon,North America,United States,New York City,,2017,Apr/2024,49,0,,0,516.4
3075163,accelerator,https://app.dealroom.co/investors/scale_aerospace_ventures,http://scaleaero.la,SCALE Aerospace Ventures,North America,United States,Los Angeles,,,,13,0,,,123.82
3073853,accelerator,https://app.dealroom.co/investors/the_roddenberry_foundation,https://roddenberryfoundation.org/,The Roddenberry Foundation,North America,United States,Los Angeles,,2010,Jun/2024,4,0,,,100
3073591,accelerator,https://app.dealroom.co/investors/tech_check_cooperative,https://reporterslab.org/tech-and-check/,Tech & Check Cooperative,North America,United States,Durham,,,,2,0,,,
3072263,accelerator,https://app.dealroom.co/investors/beta_camp,https://www.beta.camp/,BETA Camp,North America,United States,San Francisco,,2020,Jul/2022,1,0,,,
3062018,accelerator,https://app.dealroom.co/investors/create_venture_studio,https://www.createventurestudio.com/,Create venture studio,North America,United States,New York City,,2019,,0,0,,,
3061848,accelerator,https://app.dealroom.co/investors/numo_1_1,http://numo.com,Numo,North America,United States,Pittsburgh,,2016,Jan/2020,4,0,,0,
3060869,accelerator,https://app.dealroom.co/investors/grant_for_the_web,https://www.grantfortheweb.org/,Grant for the web,North America,United States,San Francisco,,2019,Aug/2021,3,0,,,0.44
3060161,accelerator,https://app.dealroom.co/investors/mit_inclusive_innovation_challenge,https://somsoccer.co,MIT Inclusive Innovation Challenge,North America,United States,Cambridge,,,Nov/2019,1,0,,,160
3059307,accelerator,https://app.dealroom.co/investors/the_food_foundry_1,http://thefoodfoundry.com,The Food Foundry,North America,United States,Chicago,,2018,May/2021,30,0,,0,179.72
3055248,accelerator,https://app.dealroom.co/investors/mit_sandbox,http://sandbox.mit.edu,MIT Sandbox,North America,United States,Cambridge,,2016,Nov/2024,8,0,,,26.58
3053237,accelerator,https://app.dealroom.co/investors/falls_fintech,http://fallsfintech.com,Falls Fintech,North America,United States,Sioux Falls,,2019,Jun/2022,16,0,,0,120.9
3051997,accelerator,https://app.dealroom.co/investors/kidneyx_redesign_dialysis,http://kidneyx.org,KidneyX: Redesign Dialysis,North America,United States,Washington DC,,2017,Jun/2023,2,0,,,0.5
3050856,accelerator,https://app.dealroom.co/investors/awesome_4,http://awesomeinc.org,Awesome,North America,United States,Lexington,,2009,Jun/2015,2,0,,0,
3048520,accelerator,https://app.dealroom.co/investors/founders_first_cdc,http://foundersfirstcdc.org,Founders First CDC,North America,United States,San Diego,,2016,Nov/2023,3,0,,,
3048448,accelerator,https://app.dealroom.co/investors/red_labs,http://redlabs.uh.edu,RED Labs,North America,United States,Houston,,2012,Nov/2021,1,0,,,0.53
3047389,accelerator,https://app.dealroom.co/investors/pharmstars,http://pharmstars.com,PharmStars,North America,United States,Boston,,2021,Jan/2025,54,0,,0,809.07
3046963,accelerator,https://app.dealroom.co/investors/penn_health_tech,http://healthtech.upenn.edu,Penn Health-Tech,North America,United States,Philadelphia,,2017,,6,0,,,
3040262,accelerator,https://app.dealroom.co/investors/open_innovability,http://openinnovability.enel.com,Open Innovability,North America,United States,Andover,,,,0,0,,,
3039543,accelerator,https://app.dealroom.co/investors/wework_labs,http://weworklabs.com,WeWork Labs,North America,United States,Town of Huntington,,2011,,0,0,,,
3028263,accelerator,https://app.dealroom.co/investors/cela_innovation,http://celainnovation.com,Cela Innovation,North America,United States,New York City,,2016,,0,0,,,
3022003,accelerator,https://app.dealroom.co/investors/wgu_labs,http://wgulabs.org,WGU Labs,North America,United States,South Salt Lake,,2018,Oct/2024,9,0,,0,66.8
3019636,accelerator,https://app.dealroom.co/investors/red_planet_ventures,https://redplanetventures.co/,Red Planet Ventures,North America,United States,New York City,,2017,,2,0,,,2
3016853,accelerator,https://app.dealroom.co/investors/emerge_accelerator,https://www.emergeaccelerator.com/,Emerge Accelerator,Europe,France,Paris,,,Mar/2022,17,0,,0,675.83
3011873,accelerator,https://app.dealroom.co/investors/backed_by_atl,https://metroatlantachamber.com/about-the-chamber/initiatives/,Backed By ATL,North America,United States,Atlanta,,2019,May/2021,15,0,,0,7991.36
3007238,accelerator,https://app.dealroom.co/investors/happy_valley_launchbox,http://launchbox.psu.edu,Happy Valley LaunchBox,North America,United States,State College,,,,0,0,,,
3007146,accelerator,https://app.dealroom.co/investors/epicenter_accelerator_,http://epicenterus.org,EPIcenter (Accelerator),North America,United States,San Antonio,,2015,,0,0,,,
3006871,accelerator,https://app.dealroom.co/investors/venture_hive_1,http://venturehive.com,Venture Hive,North America,United States,Coral Gables,,2013,Nov/2018,7,0,,0,0.32
3004204,accelerator,https://app.dealroom.co/investors/agora_partnerships_,https://agora2030.org/,Agora Partnerships.,North America,United States,Washington DC,,2005,,0,0,,,
3002430,accelerator,https://app.dealroom.co/investors/google_assistant_investment_program,https://GoogleAssistant.com,Google Assistant Investment Program,North America,United States,Mountain View,,,Jul/2022,3,0,,,1580
2991942,accelerator,https://app.dealroom.co/investors/100k_ventures,http://100kventures.org,100K Ventures,North America,United States,Flint,,2018,,0,0,,,
2988211,accelerator,https://app.dealroom.co/investors/bucks_county_industrial_development_authority,http://buckscountyida.com,Bucks County Industrial Development Authority,North America,United States,Doylestown Township,,1968,Aug/2024,6,0,,,7
2987788,accelerator,https://app.dealroom.co/investors/acc_bioscience_incubator,https://sites.austincc.edu/incubator/,ACC Bioscience Incubator,North America,United States,Austin,,2017,,0,0,,,
2984759,accelerator,https://app.dealroom.co/investors/accelicity,http://accelicity.com,AcceliCITY,North America,United States,Boston,,2010,Jul/2023,246,0,21,0,1835.03
2983470,accelerator,https://app.dealroom.co/investors/astralabs,http://astralabs.com,Astralabs,North America,United States,Austin,,2016,Jan/2023,25,0,,0,26.34
2982827,accelerator,https://app.dealroom.co/investors/washington_maritime_blue,http://maritimeblue.org,Washington Maritime Blue,North America,United States,Seattle,outside tech,2018,Oct/2022,41,0,,,114.86
2967957,accelerator,https://app.dealroom.co/investors/aws_clean_energy_accelerator,https://freshwateradvisors.com/accelerator-aws,AWS Clean Energy Accelerator,North America,United States,Chicago,,2013,,0,0,,,
2949800,accelerator,https://app.dealroom.co/investors/exponential_impact,http://exponentialimpact.com,Exponential Impact,North America,United States,Colorado Springs,,2017,Mar/2023,29,0,,,247.6
2947673,accelerator,https://app.dealroom.co/investors/spring_activator,http://spring.is,Spring Activator,North America,Canada,Vancouver,b corp,2014,Dec/2023,29,0,2.93,0,93.42
2941260,accelerator,https://app.dealroom.co/investors/glabs_x,http://stealthmode.com,GLabs X,North America,United States,Santa Clarita,,,,0,0,,,
2939825,accelerator,https://app.dealroom.co/investors/union_kitchen_1,http://unionkitchendc.com,Union Kitchen,North America,United States,Washington DC,,2012,,0,0,,,
2939111,accelerator,https://app.dealroom.co/investors/grid110,http://grid110.org,GRID110,North America,United States,Los Angeles,,2014,May/2023,1,0,,,0.4
2936843,accelerator,https://app.dealroom.co/investors/fulcrum_venture_accelerator,https://fulcrumventures.io/,Fulcrum Venture Accelerator,North America,United States,Boulder,,2019,Feb/2024,100,0,,,103.85
2927899,accelerator,https://app.dealroom.co/investors/spainfoodtech,https://spainfoodtech.es,Spain Foodtech,Europe,Spain,Madrid,,2015,,6,0,,,32.34
2907524,accelerator,https://app.dealroom.co/investors/get_funded_tools,https://www.getfundedtools.com/,Get Funded Tools,North America,United States,Bellflower,,2019,,0,0,,,
2873366,accelerator,https://app.dealroom.co/investors/startupnv,https://startupnv.org/,StartupNV,North America,United States,Reno,,2016,Oct/2024,5,0,,0,509.65
2872687,accelerator,https://app.dealroom.co/investors/livecapital_com,http://www.livecapital.com/,LiveCapital.com,North America,United States,San Mateo,,1996,Apr/2021,1,0,,,12
2872477,accelerator,https://app.dealroom.co/investors/tydex,https://www.tydex.net/,TYDEX,North America,United States,New York City,,2019,,0,0,,,
2747394,accelerator,https://app.dealroom.co/investors/union_kitchen,http://unionkitchen.com,Union Kitchen,North America,United States,Washington DC,,2012,Jan/2024,44,0,,,9.16
2732489,accelerator,https://app.dealroom.co/investors/army_applications_laboratory,https://aal.mil,Army Applications Laboratory,North America,United States,Austin,,2018,Aug/2022,1,0,,,
2696863,accelerator,https://app.dealroom.co/investors/russellcenter,http://russellcenter.com,Russellcenter,North America,United States,Beverly,,1980,,0,0,,,
2580939,accelerator,https://app.dealroom.co/investors/troy_labs,https://usctroylabs.com,Troy Labs,North America,United States,Los Angeles,investing in startups;higher education;community learning,2017,,0,0,,,
2537292,accelerator,https://app.dealroom.co/investors/aha_to_exit,http://ahatoexit.com,Aha To Exit,North America,United States,Chandler,,2013,,0,0,,,
2518479,accelerator,https://app.dealroom.co/investors/hartford_insurtech_hub_,https://revue-glad.org,"Hartford InsurTech Hub,",North America,United States,Hartford,,2017,Nov/2022,2,0,,,22.28
2473311,accelerator,https://app.dealroom.co/investors/startup_haven,http://startuphaven.com,Startup Haven,North America,United States,Seattle,,2006,Jan/2024,2,0,,,20
2468196,accelerator,https://app.dealroom.co/investors/gamegroove_capital,https://gamegroove.vc,Gamegroove Capital,North America,United States,Los Angeles,,,Aug/2022,3,0,,,230
2444635,accelerator,https://app.dealroom.co/investors/pitchbreakfast,http://pitchbreakfast.com,PitchBreakfast,North America,United States,Charlotte,,2013,Nov/2022,1,0,,,
2436200,accelerator,https://app.dealroom.co/investors/unboxed_venture_studio,http://unboxed.ventures,Unboxed Venture Studio,North America,United States,Raleigh,,2020,,0,0,,,
2426831,accelerator,https://app.dealroom.co/investors/lean_rocket_lab,http://leanrocketlab.org,Lean Rocket Lab,North America,United States,Jackson,,2019,Mar/2023,2,0,,,4.88
2426021,accelerator,https://app.dealroom.co/investors/black_unicorn_factory,http://blackunicornfactory.com,Black Unicorn Factory,North America,United States,Los Angeles,,2012,Mar/2024,1,0,,,100
2414774,accelerator,https://app.dealroom.co/investors/settlement_capital,http://settle4cash.com,Settlement Capital,North America,United States,Colleyville,,1988,May/2021,1,0,,,0.26
2379220,accelerator,https://app.dealroom.co/investors/lihti,http://lihti.net,Lihti,North America,United States,Town of Brookhaven,outside tech,1992,Dec/2022,34,0,,0,148.81
2352731,accelerator,https://app.dealroom.co/investors/dcstartupweek,https://dcstw.com,Dcstartupweek,North America,United States,Washington DC,outside tech,2016,Oct/2023,12,0,,,
2154765,accelerator,https://app.dealroom.co/investors/nesst,http://nesst.org,Nesst,North America,United States,El Cerrito,,1997,,0,0,,,
2116804,accelerator,https://app.dealroom.co/investors/starterstudio,http://starterstudio.org,StarterStudio,North America,United States,Orlando,,2013,,5,0,,,
2116207,accelerator,https://app.dealroom.co/investors/centrepolis_accelerator,http://centrepolisaccelerator.com,Centrepolis Accelerator,North America,United States,Southfield,,2018,Mar/2023,2,0,,,4.88
2116178,accelerator,https://app.dealroom.co/investors/fuel_accelerator,http://fuelaccelerator.com,Fuel Accelerator,North America,United States,Bentonville,,2018,Aug/2024,44,0,,0,89.9
2116037,accelerator,https://app.dealroom.co/investors/free_electrons,http://freetheelectron.com,Free Electrons,North America,United States,San Francisco,,2016,Jun/2018,2,0,,,4.8
2115939,accelerator,https://app.dealroom.co/investors/asu_scaleu,https://asurealmspark.org/scaleu/,ASU ScaleU,North America,United States,Tempe,,2016,Jan/2020,5,0,,0,1.8
2115554,accelerator,https://app.dealroom.co/investors/muckerlab,http://muckerlab.com,MuckerLab,North America,United States,Santa Monica,,2011,,0,0,,,
2106514,accelerator,https://app.dealroom.co/investors/trephub,http://trephub.com,TrepHub,North America,United States,Melbourne,,2012,,13,0,,,41.07
2095372,accelerator,https://app.dealroom.co/investors/startup_caucus,http://startupcaucus.com,Startup Caucus,North America,United States,Washington DC,,,,0,0,,,
2083213,accelerator,https://app.dealroom.co/investors/upward_labs_1,https://www.upward-labs.com/,Upward Labs,North America,United States,New York City,,2016,Apr/2023,19,0,59.6,0,245.44
2076016,accelerator,https://app.dealroom.co/investors/lofty_ventures,http://loftyventures.com,Lofty Ventures,North America,United States,Chicago,,2014,Nov/2023,56,0,,0,663.38
2073583,accelerator,https://app.dealroom.co/investors/logicboost_labs,http://logicboostlabs.com,LogicBoost Labs,North America,United States,San Diego,,2019,Jun/2024,8,0,,,30.4
2062216,accelerator,https://app.dealroom.co/investors/gsd_venture_studios,http://gsdvs.com,GSD Venture Studios,North America,United States,West Palm Beach,,2019,Jan/2024,41,0,,,60.61
2057955,accelerator,https://app.dealroom.co/investors/hustle_phx,http://hustlephx.com,Hustle PHX,North America,United States,Phoenix,,2012,,0,0,,,
2051122,accelerator,https://app.dealroom.co/investors/desafia_san_francisco,http://desafia.us,Desafia,Europe,Spain,Madrid,,,Nov/2019,3,0,,,4.72
2047275,accelerator,https://app.dealroom.co/investors/edge_edtech,http://edgeedtech.com,EDGE Edtech,North America,United States,New York City,,2016,,0,0,,,
2038919,accelerator,https://app.dealroom.co/investors/bounce_innovation_hub,http://bouncehub.org,Bounce Innovation Hub,North America,United States,Akron,,2018,Sep/2021,6,0,,,30
2037894,accelerator,https://app.dealroom.co/investors/halcyon,http://halcyonhouse.org,Halcyon,North America,United States,Washington DC,sustainable development goals,2014,Feb/2024,11,0,,,49
2037663,accelerator,https://app.dealroom.co/investors/orchid_bioventures,http://hibiscusbio.com,Hibiscus BioVentures,North America,United States,Rockville,,2020,Jul/2023,3,0,,,254
2034804,accelerator,https://app.dealroom.co/investors/beam_1_5,http://beam.pro,Beam,North America,United States,Seattle,,2014,,0,0,,,
2029834,accelerator,https://app.dealroom.co/investors/ad_astra_ventures,http://adastra.ventures,Ad Astra Ventures,North America,United States,Solana Beach,,2018,Jul/2023,19,0,,,126.48
2028215,accelerator,https://app.dealroom.co/investors/2gether_international,http://2gether-international.org,2Gether-International,North America,United States,Washington DC,,2013,Oct/2021,13,0,,,39
2027833,accelerator,https://app.dealroom.co/investors/100_accelerator,http://100accelerator.com,100+ Accelerator,North America,United States,Town of Babylon,,2018,Mar/2024,115,0,52.04,0,1784.2
2027320,accelerator,https://app.dealroom.co/investors/seaahead_s_blue_angels,https://sea-ahead.com,SeaAhead,North America,United States,Boston,,2018,Apr/2025,51,0,,0,538.3
2023007,accelerator,https://app.dealroom.co/investors/california_life_sciences,http://califesciences.org,California Life Sciences,North America,United States,South San Francisco,biotech and pharma;biotechnology,2015,Jun/2019,128,0,112,0,2952.14
2008219,accelerator,https://app.dealroom.co/investors/rokk3r,http://rokk3r.com,Rokk3r,North America,United States,Miami,product development;user experience,2012,Feb/2021,18,0,,,103.3
2007693,accelerator,https://app.dealroom.co/investors/texas_a_amp_m_new_ventures_competition,http://texasnvc.org,Texas A&M New Ventures Competition,North America,United States,College Station,,,May/2022,30,0,,0,93
2007620,accelerator,https://app.dealroom.co/investors/capital_sports_ventures,http://dcbikeride.com,Capital Sports Ventures,North America,United States,Arlington,,2013,,0,0,,,
2002633,accelerator,https://app.dealroom.co/investors/eunike_ventures,https://www.eunikeventures.com,Eunike Ventures,North America,United States,Houston,,2017,,0,0,,,
2001810,accelerator,https://app.dealroom.co/investors/lafayette_plug_and_play,https://halo303.wiki,Lafayette Plug and Play,Europe,France,Paris,,2006,Jun/2021,19,0,648,0,4356.06
1989285,accelerator,https://app.dealroom.co/investors/vertuelab,https://www.vertuelab.org/,VertueLab,North America,United States,Portland,sustainable development goals,2007,Nov/2024,9,0,,0,123.17
1965221,accelerator,https://app.dealroom.co/investors/gtwy,http://gtwy.co,Gtwy,North America,United States,Oakland,cannabis,2015,May/2017,7,0,,,
1952429,accelerator,https://app.dealroom.co/investors/abct,http://abct.co,Abct,North America,United States,Branford,,,Jan/2022,2,0,,,
1926509,accelerator,https://app.dealroom.co/investors/xgenesis,https://xgenesis.com,X Genesis,North America,United States,Denver,,2015,,8,0,,,
1873502,accelerator,https://app.dealroom.co/investors/workbox_company,https://www.workboxcompany.com/,Workbox,North America,United States,Chicago,,2019,,0,0,,,
1857393,accelerator,https://app.dealroom.co/investors/creatella,https://creatella.ventures,Creatella,Asia,Singapore,Singapore,,2015,,0,0,,,
1845997,accelerator,https://app.dealroom.co/investors/on_deck,https://joinodf.com,On Deck,North America,United States,San Francisco,community learning;lifelong and consumer learning;career planning,2019,Jul/2024,66,0,,0,612.62
1839977,accelerator,https://app.dealroom.co/investors/ucluster_llc,http://ucluster.org,Ucluster LLC,North America,United States,Seattle,,2008,,0,0,,,
1821350,accelerator,https://app.dealroom.co/investors/maidthorn,https://maidthorn.com,Maidthorn,Europe,United Kingdom,London,,2008,,0,0,,,
1795888,accelerator,https://app.dealroom.co/investors/xoogler_co,http://xoogler.co/,Xoogler.co,North America,United States,San Francisco,,2015,Mar/2024,15,0,,0,279.74
1779139,accelerator,https://app.dealroom.co/investors/entrepreneur_lab,https://www.ciee.org/go-abroad/for-post-graduates/entrepreneur-lab,Entrepreneur Lab,North America,United States,Portland,,1947,,0,0,,,
1777109,accelerator,https://app.dealroom.co/investors/seeds_of_change,http://www.socaccelerator.com/,Seeds of Change,Oceania,Australia,,,,Sep/2019,6,0,,,10
1767559,accelerator,https://app.dealroom.co/investors/pioneer_app,https://pioneer.app/,Pioneer,North America,United States,San Francisco,,2018,Jun/2023,6,0,,,6.08
1761377,accelerator,https://app.dealroom.co/investors/solar_power_investor,https://www.solarpowerinvestor.com,Solar Power Investor,North America,United States,Santa Clara,,2016,,0,0,,,
1758047,accelerator,https://app.dealroom.co/investors/quantum_thought,https://somalireview.com,Quantum thought,North America,United States,Menlo Park,,2018,,0,0,,,
1739313,accelerator,https://app.dealroom.co/investors/founder_friendly_labs,https://www.joinffl.com/,Founder Friendly Labs,North America,United States,Palo Alto,,2011,Sep/2020,7,0,,0,359.2
1737389,accelerator,https://app.dealroom.co/investors/impact_usa,https://saas-lander.com,SaaS Lander,North America,United States,San Francisco,outside tech,2014,Jan/2022,4,0,,0,88
1733769,accelerator,https://app.dealroom.co/investors/hubx_1,http://hubx.biz,HubX,North America,United States,North Little Rock,,,,0,0,,,
1691670,accelerator,https://app.dealroom.co/investors/r3i_ventures,https://www.r3i.vc/,R3I Ventures Sàrl,Asia,Singapore,,,2024,May/2024,7,0,,,220.28
1690294,accelerator,https://app.dealroom.co/investors/innovate_518,http://innovate518.com,Innovate 518,North America,United States,Albany,,,,0,0,,,
1648159,accelerator,https://app.dealroom.co/investors/endeavor_miami,http://endeavormiami.org,Endeavor Miami,North America,United States,Miami,,2013,Dec/2024,38,0,,0,93.08
1642301,accelerator,https://app.dealroom.co/investors/nextcorps,http://nextcorps.org,Nextcorps,North America,United States,Rochester,,1987,Feb/2025,148,0,243,0,21460.06
1616941,accelerator,https://app.dealroom.co/investors/arkleybrinc,https://arkleybrinc.pl/,Arkley Launchpad,Europe,Poland,Warsaw,,,Jul/2019,24,0,,0,54.85
1602387,accelerator,https://app.dealroom.co/investors/bayer_colaborator,https://www.colaborator.bayer.com/,Bayer Co.Lab,Europe,Germany,Berlin,,2023,,29,0,,,
1599463,accelerator,https://app.dealroom.co/investors/store_no_8,https://www.storeno8.com/,Store No. 8,North America,United States,Hoboken,,2017,Jun/2019,4,0,,,
1520039,accelerator,https://app.dealroom.co/investors/thebridgebycocacola_com,http://thebridgebycocacola.com,The Bridge,Asia,Israel,Tel Aviv-Yafo,,2014,,60,0,296.23,0,3682.25
1477114,accelerator,https://app.dealroom.co/investors/coplex_ventures,http://www.coplexventures.com,Coplex Ventures,North America,United States,Phoenix,,2000,,0,0,,,
1464998,accelerator,https://app.dealroom.co/investors/idealab_1,http://idealab.com,Idealab,North America,United States,Pasadena,,1996,Aug/2024,129,0,4591.2,0,2910.19
1454089,accelerator,https://app.dealroom.co/investors/foundersboost,http://foundersboost.com,FoundersBoost,North America,United States,Los Angeles,revenue management;lead generation,2017,,0,0,,,
1453615,accelerator,https://app.dealroom.co/investors/mox_mobileonlyx_,https://mobileonlyx.com,MOX,North America,United States,Princeton,,2016,Jun/2022,27,0,,0,81.62
1444190,accelerator,https://app.dealroom.co/investors/braitman_company,http://braitman.co,Braitman & Company,North America,United States,San Francisco,,2003,Aug/2016,3,0,,0,400
1435077,accelerator,https://app.dealroom.co/investors/the_workers_lab,http://theworkerslab.com,The Workers Lab,North America,United States,Oakland,,2014,Nov/2021,12,0,,,0.72
1430792,accelerator,https://app.dealroom.co/investors/rackspace_startup,http://rackspacestartups.com,Rackspace Startup,North America,United States,San Antonio,,1998,,0,0,,,
1421448,accelerator,https://app.dealroom.co/investors/urban_x,http://urban-x.com,URBAN-X,North America,United States,New York City,,2016,Mar/2024,58,0,5,0,1069.68
1409499,accelerator,https://app.dealroom.co/investors/venturefuel,http://venturefuel.net,VentureFuel,North America,United States,New York City,,2014,,0,0,,,
1394109,accelerator,https://app.dealroom.co/investors/parcel_b,http://parcelb.vc,Parcel B,North America,United States,San Francisco,,,Apr/2024,3,0,,,2214
1392795,accelerator,https://app.dealroom.co/investors/onetraction,http://onetraction.com,OneTraction,North America,United States,San Francisco,bitcoin,2013,Mar/2014,1,0,,,0.1
1392630,accelerator,https://app.dealroom.co/investors/proto_accelerator,https://www.protoaccelerator.com/,Proto Accelerator,North America,United States,Lansing,,2015,,7,0,,,2
1388104,accelerator,https://app.dealroom.co/investors/higher_ground_labs,http://highergroundlabs.com,Higher Ground Labs,North America,United States,Chicago,,2017,Jan/2024,57,0,,0,199.98
1386807,accelerator,https://app.dealroom.co/investors/igniteu_ny,http://igniteuny.com,IgniteU NY,North America,United States,City of Troy,,2015,,0,0,,,
1376468,accelerator,https://app.dealroom.co/investors/venture_atlanta,http://ventureatlanta.org,Venture Atlanta,North America,United States,Atlanta,,2006,Oct/2024,4,0,,0,10.8
1375133,accelerator,https://app.dealroom.co/investors/nordic_innovation_house,http://nordicinnovationhouse.com,Nordic Innovation House,North America,United States,Palo Alto,,2011,,0,0,,,
1374988,accelerator,https://app.dealroom.co/investors/tech_ranch_austin,http://techranchaustin.com,Tech Ranch Austin,North America,United States,Austin,,2008,,0,0,,,
1371123,accelerator,https://app.dealroom.co/investors/advanced_technology_development_center,http://atdc.org,ATDC,North America,United States,Atlanta,,1980,Aug/2021,95,0,400.4,0,5069.76
1370561,accelerator,https://app.dealroom.co/investors/copernicus_eu,http://copernicus.eu,Copernicus EU,North America,United States,Vincennes,,2012,May/2019,69,0,,0,390.11
1369991,accelerator,https://app.dealroom.co/investors/angelhack,http://angelhack.com,AngelHack,North America,United States,San Francisco,,2011,Apr/2016,2,0,,,
1366577,accelerator,https://app.dealroom.co/investors/nycrin,https://newyorkicorps.org,NYCRIN,North America,United States,New York City,arts & culture,,,0,0,,,
1363034,accelerator,https://app.dealroom.co/investors/nextfab,http://nextfab.com,NextFab,North America,United States,Philadelphia,crowdfunding,2009,Jun/2024,41,0,,0,431.32
1358310,accelerator,https://app.dealroom.co/investors/nasdaq_entrepreneurial_center,http://thecenter.nasdaq.org,NASDAQ Entrepreneurial Center,North America,United States,San Francisco,,2014,Mar/2025,1,0,,,
1358192,accelerator,https://app.dealroom.co/investors/mtec_smartzone,http://mtecsz.com,MTEC SmartZone,North America,United States,Houghton,,2002,,0,0,,,
1351722,accelerator,https://app.dealroom.co/investors/tekstart,http://tekstart.com,TekStart,North America,United States,Palo Alto,intellectual property,2008,,0,0,,,
