URL,Filters,,,,,,,,,,,,,,
https://app.dealroom.co/investors/f/all_slug_locations/anyof_~united_states~/company_status/not_closed/investor_type/anyof_accelerator?selectedColumns=name%2CpreferredRound%2ChqLocations%2CdealSizeEnhanced%2CinvestorNumberOfRoundsIndustry%2CinvestorTotalFundingEnhanced%2CinvestorPorfolioSize%2CinvestmentsValuationEnhanced%2Cinvestments%2CinvestorExitsNum%2CinvestorExitScore%2CinvestorExitsFundingEnhanced%2ClpInvestmentsNum%2ClpInvestments&sort=-rounds_count_12_months&investorNumberOfRoundsIndustry=rounds_count_12_months&heatMapType=&groupId=1413&id=92070,Include All locations: United states; Investor type: Accelerator; Exclude Company status: Closed,,,,,,,,,,,,,,
ID,Type,Dealroom URL,Website,Name,HQ region,HQ country,HQ city,Sectors of focus,Launch year,Last round date,Portfolio size,Rounds number (12 months),Exits total (USD M),Exits number,Total value of current portfolio (USD M)
4648274,accelerator,https://app.dealroom.co/investors/google_for_startups_growth_academy_cybersecurity_europe_,https://startup.google.com/programs/cyber-security/,Google for Startups Growth Academy: Cybersecurity (Europe),North America,United States,San Francisco,,2023,Jan/2022,16,0,,0,239.6
4631258,accelerator,https://app.dealroom.co/investors/ai_accelerator_1,https://aia.mit.edu/,AI Accelerator,North America,United States,Cambridge,,2019,,0,0,,,
4630109,accelerator,https://app.dealroom.co/investors/dreamport,https://dreamport.tech/,DreamPort,North America,United States,Columbia,,2018,,0,0,,,
4616997,accelerator,https://app.dealroom.co/investors/starta_institute,https://startainstitute.com/,Starta Institute,North America,United States,New York City,,2021,,0,0,,,
4610496,accelerator,https://app.dealroom.co/investors/fusen_world,https://fusen.world,Fusen World,North America,United States,Sandy Springs,,2022,Apr/2024,8,0,,,24.72
4534032,accelerator,https://app.dealroom.co/investors/braintrust_founders_studio,https://braintrustfoundersstudio.com,BrainTrust Founders Studio,North America,United States,Los Angeles,,2021,Jan/2024,4,0,,0,43.6
4526374,accelerator,https://app.dealroom.co/investors/smart_futures_lab,http://smartfutureslab.com,Smart Futures Lab,North America,United States,Denver,,2022,Mar/2023,8,0,,,20.83
4520567,accelerator,https://app.dealroom.co/investors/cryptanlabs,http://cryptanlabs.com,Cryptanlabs,North America,United States,Miami Beach,,2022,,24,0,20,0,63
4511067,accelerator,https://app.dealroom.co/investors/iowa_g2m_accelerator,http://iowag2m.org,Iowa G2M Accelerator,North America,United States,Des Moines,,,Jun/2022,16,0,,,
4492430,accelerator,https://app.dealroom.co/investors/duality_accelerator,http://dualityaccelerator.com,Duality Accelerator,North America,United States,Chicago,,2021,Aug/2024,20,0,,0,46.36
4492359,accelerator,https://app.dealroom.co/investors/techxel_stamford,https://techxelstamford.com/,TechXel Stamford,North America,United States,,,,,0,0,,,
4492335,accelerator,https://app.dealroom.co/investors/collab_new_haven,https://collabnewhaven.org,Collab,North America,United States,,,2017,,0,0,,,
4466011,accelerator,https://app.dealroom.co/investors/strikewerx,https://strikewerx.com,STRIKEWERX,North America,United States,Shreveport,,2020,,0,0,,,
4465085,accelerator,https://app.dealroom.co/investors/seaworthy_collective,https://www.seaworthycollective.com,Seaworthy Collective,North America,United States,Miami,,2020,,0,0,,,
4463734,accelerator,https://app.dealroom.co/investors/climate_breakthrough_formerly_known_as_climate_strategies_accelerator_,https://www.climatebreakthrough.org,Climate Breakthrough (formerly known as Climate Strategies Accelerator),North America,United States,San Francisco,,2015,,0,0,,,
4463721,accelerator,https://app.dealroom.co/investors/passive_house_accelerator,https://passivehouseaccelerator.com,Passive House Accelerator,North America,United States,New York City,,2019,,0,0,,,
4434033,accelerator,https://app.dealroom.co/investors/aws_edstart,https://aws.amazon.com/education/edstart/,AWS EdStart,North America,United States,Seattle,data centers,1994,,0,0,,,
4434014,accelerator,https://app.dealroom.co/investors/bnmc_innovation_center,http://bnmc.org,BNMC Innovation Center,North America,United States,Buffalo,,2001,,0,0,,,
4426162,accelerator,https://app.dealroom.co/investors/yooandcoaccelerators,http://yooandcoaccelerators.com,Yoo & Co Accelerators,North America,United States,Phoenix,,2012,,0,0,,,
4412558,accelerator,https://app.dealroom.co/investors/bull_moose_club,http://bullmooseclub.com,Bull Moose Club,North America,United States,Albany,,2018,,0,0,,,
4409842,accelerator,https://app.dealroom.co/investors/hand_of_the_cook,https://crowded-table.com,Hand of The Cook,North America,United States,Lubbock,,,,0,0,,,
4409826,accelerator,https://app.dealroom.co/investors/fusionovation_labs,https://kinetiq.studio,Fusionovation Labs,North America,United States,Lubbock,,2019,,0,0,,,
4409476,accelerator,https://app.dealroom.co/investors/greater_satx,https://greatersatx.com,Greater SATX,North America,United States,San Antonio,,,,0,0,,,
4409456,accelerator,https://app.dealroom.co/investors/emerge_and_rise,https://emergeandrise.org,Emerge and Rise,North America,United States,San Antonio,,2020,,0,0,,,
4409448,accelerator,https://app.dealroom.co/investors/maestro_entrepreneur_center,https://maestrocenter.org,Maestro Entrepreneur Center,North America,United States,San Antonio,,,,0,0,,,
4408772,accelerator,https://app.dealroom.co/investors/accelerate_dfw_foundation,https://acceleratefortworth.org,Accelerate DFW Foundation,North America,United States,Fort Worth,,2022,,0,0,,,
4408736,accelerator,https://app.dealroom.co/investors/pioneers_21,https://pioneers21.org,Pioneers 21,North America,United States,El Paso,,2011,,0,0,,,
4408455,accelerator,https://app.dealroom.co/investors/texas_convergent,https://www.txconvergent.org/,Texas Convergent,North America,United States,Austin,,2017,,0,0,,,
4408449,accelerator,https://app.dealroom.co/investors/cedars_union,https://cedarsunion.org,Cedars Union,North America,United States,Dallas,,2014,,0,0,,,
4408446,accelerator,https://app.dealroom.co/investors/texas_opportunity_justice_incubator,https://txoji.com/,Texas Opportunity & Justice Incubator,North America,United States,Austin,,2017,,0,0,,,
4408439,accelerator,https://app.dealroom.co/investors/small_business_development_center_sbdc_,https://sasbdc.org/,Small Business Development Center (SBDC),North America,United States,San Antonio,,,,0,0,,,
4390268,accelerator,https://app.dealroom.co/investors/pnw_mac,http://pnwmac.org,PNW MAC,North America,United States,Seattle,,2021,,0,0,,,
4389910,accelerator,https://app.dealroom.co/investors/bk_xl_com,http://bk-xl.com,bk-xl.com,North America,United States,New York City,,2022,Apr/2023,7,0,,,6.4
4389874,accelerator,https://app.dealroom.co/investors/uhcaccelerator_com,http://uhcaccelerator.com,UnitedHealthcare Accelerator,North America,United States,Minneapolis,,2019,Sep/2024,7,0,,,142.8
4341787,accelerator,https://app.dealroom.co/investors/healthcare_velocity_center,https://hvcatx.com,"Healthcare Velocity Center, LCC",North America,United States,Austin,,2022,,0,0,,,
4339503,accelerator,https://app.dealroom.co/investors/entrepreneurs_organization_accelerator,https://eonetwork.org/accelerator/?scLang=en,Entrepreneurs' Organization Accelerator,North America,United States,Alexandria,,2005,Feb/2020,2,0,,,200
4321940,accelerator,https://app.dealroom.co/investors/star_park,https://www.txst.edu/starpark.html,STAR Park,North America,United States,San Marcos,,2013,,0,0,,,
4292273,accelerator,https://app.dealroom.co/investors/web3athon,http://web3athon.xyz,Web3athon,North America,United States,Sunnyvale,,2012,,0,0,,,
4284761,accelerator,https://app.dealroom.co/investors/new_energy_new_york,https://neny.org,New Energy New York,North America,United States,Binghamton,climate tech;sustainable development goals,2022,Apr/2025,20,0,,0,29
4281994,accelerator,https://app.dealroom.co/investors/innovate_carolina,http://innovate.unc.edu,Innovate Carolina,North America,United States,Chapel Hill,,2015,Apr/2024,2,0,,,5.6
4281507,accelerator,https://app.dealroom.co/investors/infinity_accelerator,http://infinityaceleradora.com/,Infinity Accelerator,South America,Mexico,Guadalajara,,,,0,0,,,
4272393,accelerator,https://app.dealroom.co/investors/growth_factory_,http://www.growthfactory.us,Growth Factory,North America,United States,Rocklin,,2021,Dec/2024,11,0,,0,89
4269425,accelerator,https://app.dealroom.co/investors/south_col,https://multiplymii.com,South Col,North America,United States,New York City,,2022,,0,0,,,
4266425,accelerator,https://app.dealroom.co/investors/communitas_america,http://communitasamerica.org,Communitas America,North America,United States,New York City,,,Jan/2023,1,0,,,0.48
4264810,accelerator,https://app.dealroom.co/investors/draper_startup_house_accelerator,http://dshaccelerator.com,Draper Startup House Accelerator,North America,United States,Austin,,2021,Oct/2022,2,0,,,42.59
4255591,accelerator,https://app.dealroom.co/investors/fast_accelerator,http://fastaccelerator.com,FAST Accelerator,North America,United States,Austin,,2022,Aug/2023,20,0,,,2.32
4255344,accelerator,https://app.dealroom.co/investors/wepower_1,http://wepowerstl.org,WEPOWER,North America,United States,St. Louis,,2018,Aug/2023,19,0,,,
4242356,accelerator,https://app.dealroom.co/investors/founder_institute_texas,https://fi.co/s/austin,Founder Institute Texas,North America,United States,Austin,,2017,Jan/2022,122,0,,0,3297.19
4206137,accelerator,https://app.dealroom.co/investors/notley_ventures_1,https://notley.com,Notley Ventures,North America,United States,Austin,,2015,Jan/2024,37,0,2436.4,0,14061.07
4206132,accelerator,https://app.dealroom.co/investors/edtech_action,http://edtechaction.com,EdTech Action,North America,United States,Austin,,2014,,5,0,,,200.4
4198871,accelerator,https://app.dealroom.co/investors/onerise_wef_global_shapers_initiative,http://onerise.org,OneRise,North America,United States,New York City,,2021,Feb/2023,14,0,,,2.12
4191852,accelerator,https://app.dealroom.co/investors/apps311,https://apps311.com/,Apps311,North America,United States,Hempstead,,2017,Oct/2022,2,0,,,
4186019,accelerator,https://app.dealroom.co/investors/asap_accelerator,https://climateasap.org/,ASAP Accelerator,North America,United States,Crystal City,,2019,Apr/2022,3,0,,,4
4175696,accelerator,https://app.dealroom.co/investors/leaders_in_tech,http://leadersintech.org,Leaders In Tech,North America,United States,San Francisco,,2017,,0,0,,,
4131594,accelerator,https://app.dealroom.co/investors/nga_accelerator,https://capitalinnovators.com/nga-accelerator-program,NGA Accelerator,North America,United States,St. Louis,,2020,May/2022,11,0,,,174.12
4130017,accelerator,https://app.dealroom.co/investors/the_clean_fight,http://thecleanfight.com,The Clean Fight,North America,United States,New York City,,2020,,0,0,,,
4110965,accelerator,https://app.dealroom.co/investors/innoway_1_1,http://innoway.me,Innoway,Asia,United Arab Emirates,Dubai,,2016,,0,0,,,
4091444,accelerator,https://app.dealroom.co/investors/micaplex_program_embry_riddle_aeronautical_university,https://erau.edu/research-park/micaplex,Micaplex Program - Embry-Riddle Aeronautical University,North America,United States,Daytona Beach,,,,0,0,,,
4091438,accelerator,https://app.dealroom.co/investors/groundswell_startups,https://swellstartups.com/,Groundswell Startups,North America,United States,Melbourne,,2015,,0,0,,,
4080835,accelerator,https://app.dealroom.co/investors/grow_fl,https://growfl.com/,Grow FL,North America,United States,Orlando,,2009,,0,0,,,
4030801,accelerator,https://app.dealroom.co/investors/asu_realmspark,http://asurealmspark.org,ASU RealmSpark,North America,United States,Phoenix,,,,27,0,,0,1054.6
4024000,accelerator,https://app.dealroom.co/investors/a2collective,http://a2collective.ai,A2collective,North America,United States,Chevy Chase,,2021,Jun/2023,1,0,,,0.12
3999327,accelerator,https://app.dealroom.co/investors/runwayhc,http://runwayhc.com,Runwayhc,North America,United States,Malvern,,2020,Oct/2022,1,0,,,7.2
3983856,accelerator,https://app.dealroom.co/investors/alternative_business_consulting_abconsulting,http://abcconsulting.tn,Alternative Business Consulting - ABConsulting,North America,United States,Laguna Niguel,,2015,,0,0,,,
3983851,accelerator,https://app.dealroom.co/investors/open_startup_international,http://open-startup.org,Open Startup International,North America,United States,New York City,,2016,,1,0,,,
3982992,accelerator,https://app.dealroom.co/investors/ruderman_family_foundation,https://lead20mit.rudermanfoundation.org/,Ruderman Family Foundation,North America,United States,Newton,,,,0,0,,,
3961075,accelerator,https://app.dealroom.co/investors/national_entrepreneur_center,http://nationalec.org,National Entrepreneur Center,North America,United States,Orlando,,2003,,0,0,,,
3956664,accelerator,https://app.dealroom.co/investors/3pel_ventures,http://3pel.com,3PEL.ventures,North America,United States,,,2005,,7,0,,,0.8
3916112,accelerator,https://app.dealroom.co/investors/houston_healthspan_innovation_group,http://houstonhealthspan.com,Houston Healthspan Innovation Group,North America,United States,Houston,,,,0,0,,,
3881513,accelerator,https://app.dealroom.co/investors/hangar_75,https://www.hangar75.com,Hangar 75,North America,United States,Irvine,,2014,,0,0,,,
3872636,accelerator,https://app.dealroom.co/investors/the_startup_collaborative_1,https://www.investnebraska.com/startup-collaborative,The Startup Collaborative,North America,United States,Omaha,,2016,Jun/2020,61,0,9,0,2713.46
3868064,accelerator,https://app.dealroom.co/investors/yale_africa_startup_review,http://yasr.org,Yale Africa Startup Review,North America,United States,New Haven,,2020,Mar/2022,46,0,,0,325.62
3852033,accelerator,https://app.dealroom.co/investors/geekdom_1,http://geekdom.com,Geekdom,North America,United States,San Antonio,,2011,Oct/2023,8,0,,,
3851375,accelerator,https://app.dealroom.co/investors/civ_lab,http://civ-lab.org,CIV:LAB,North America,United States,New York City,,2017,,0,0,,,
3846893,accelerator,https://app.dealroom.co/investors/startout_growth_lab,https://startout.org/growth-lab/,StartOut Growth Lab,North America,United States,San Francisco,,2017,Mar/2024,101,0,,0,6435.23
3846891,accelerator,https://app.dealroom.co/investors/guidewell_innovation,http://guidewellinnovation.com,GuideWell Innovation,North America,United States,Orlando,,2016,,4,0,,,4.4
3846885,accelerator,https://app.dealroom.co/investors/i2020_accelerator,http://i2020accelerator.com,i2020 Accelerator,North America,United States,San Diego,,2017,,0,0,,,
3846883,accelerator,https://app.dealroom.co/investors/riot_accelerator,https://riot.org/startup-accelerator/,RIoT Accelerator,North America,United States,Raleigh,,2018,Jan/2020,1,0,,,
3846882,accelerator,https://app.dealroom.co/investors/catalyst_charlottesville_,http://434.co,434 Accelerator,North America,United States,Charlottesville,,2019,Oct/2023,3,0,,,
3846870,accelerator,https://app.dealroom.co/investors/atua_ventures,http://atuaventures.com,Atua Ventures,North America,United States,Orem,,2016,,0,0,,,
3846867,accelerator,https://app.dealroom.co/investors/our_generation_speaks,http://ogspeaks.com,Our Generation Speaks,North America,United States,Boston,,2014,,0,0,,,
3846838,accelerator,https://app.dealroom.co/investors/marl_accelerator,http://marlaccelerator.com,MARL Accelerator,North America,United States,San Francisco,,2019,Oct/2024,58,0,,0,14.62
3846823,accelerator,https://app.dealroom.co/investors/magnet_innovation_center,http://manufacturingsuccess.org,Magnet Innovation Center,North America,United States,Cleveland,,1984,Apr/2023,1,0,,,4
3846815,accelerator,https://app.dealroom.co/investors/youweb_incubator,http://youwebincubator.com,YouWeb Incubator,North America,United States,San Francisco,,2007,Sep/2021,2,0,,0,48
3846811,accelerator,https://app.dealroom.co/investors/oxio_health,http://oxiohealth.io,OXIO Health,North America,United States,Palm Beach,,2007,,0,0,,,
3846803,accelerator,https://app.dealroom.co/investors/accel7,https://maybaygiare.org,Accel7,North America,United States,,,,Jul/2022,1,0,,,14.72
3846798,accelerator,https://app.dealroom.co/investors/strategic_insight_advisors,http://gainrinsight.com,Strategic Insight Advisors,North America,United States,New York City,,,Oct/2020,1,0,,0,
3846795,accelerator,https://app.dealroom.co/investors/medtech_accel,https://healthcareaccel.com,MedTech Accel,North America,United States,Phoenix,,,May/2024,1,0,,,3.68
3846790,accelerator,https://app.dealroom.co/investors/endless_frontier_labs,http://endlessfrontierlabs.com,Endless Frontier Labs,North America,United States,New York City,,,Oct/2024,284,0,,0,7420.09
3846785,accelerator,https://app.dealroom.co/investors/angel_dough_ventures,http://angeldough.com,Angel Dough Ventures,North America,United States,Oyster Bay,,,Jun/2021,2,0,,,104
3846782,accelerator,https://app.dealroom.co/investors/baltimore_creative_accelerator,http://baltimorecreates.org,Baltimore Creative Accelerator,North America,United States,Baltimore,,,,0,0,,,
3846781,accelerator,https://app.dealroom.co/investors/trendably,http://trendably.com,Trendably,North America,United States,El Segundo,,,,0,0,,,
3846780,accelerator,https://app.dealroom.co/investors/krypton_ventures_studio,http://gokrypton.com,Krypton Ventures Studio,North America,United States,Los Angeles,,2018,,0,0,,,
3846779,accelerator,https://app.dealroom.co/investors/1501_health,http://1501health.com,1501 Health,North America,United States,Baltimore,,2021,Feb/2023,1,0,,,
3846766,accelerator,https://app.dealroom.co/investors/accelerate_colombia,https://liquitty.com,accelerate colombia,North America,United States,Cambridge,,,,0,0,,,
3846761,accelerator,https://app.dealroom.co/investors/food_innovation_nexus,https://leon288asia.com,Food Innovation Nexus,North America,United States,Providence,,2014,,0,0,,,
3846760,accelerator,https://app.dealroom.co/investors/soho_tech_labs_1,http://sohotechlab.com,Soho Tech Labs,North America,United States,New York City,,2012,,0,0,,,
3846751,accelerator,https://app.dealroom.co/investors/hatcheri_foods,http://hatcheri.com,Hatcheri Foods,North America,United States,San Leandro,,,,0,0,,,
3846745,accelerator,https://app.dealroom.co/investors/cannon_ventures,http://cannonventureshouston.com,Cannon Ventures,North America,United States,Houston,,2018,,0,0,,,
3846735,accelerator,https://app.dealroom.co/investors/her_digital_incubator,http://herdigitalincubator.com,HER Digital Incubator,North America,United States,New York City,,,,0,0,,,
3846730,accelerator,https://app.dealroom.co/investors/gerrity_capital,http://gerritycapital.com,Gerrity Capital,North America,United States,,,1991,,0,0,,,
3846724,accelerator,https://app.dealroom.co/investors/effervescent_ventures,http://eventures19.com,Effervescent Ventures,North America,United States,,,2019,,0,0,,,
3846720,accelerator,https://app.dealroom.co/investors/jetpath_ventures,https://www.jetpath.co,Jetpath Ventures,North America,United States,Lafayette,,2018,,0,0,,,
3846718,accelerator,https://app.dealroom.co/investors/monvia,http://monvia.com,Monvia,North America,United States,Daly City,,2007,,0,0,,,
3846717,accelerator,https://app.dealroom.co/investors/biocomx,http://biocomx.org,BioComX,North America,United States,Dana Point,,,,0,0,,,
3846716,accelerator,https://app.dealroom.co/investors/nyc_media_lab_combine,http://thecombine.nyc,NYC Media Lab Combine,North America,United States,New York City,,,,0,0,,,
3846713,accelerator,https://app.dealroom.co/investors/entreprenyours,http://entreprenyours.com,entreprenYOURS,North America,United States,,,2016,,0,0,,,
3846704,accelerator,https://app.dealroom.co/investors/radical_partners,http://radical.partners,Radical Partners,North America,United States,Miami,b corp,2012,,0,0,,,
3846703,accelerator,https://app.dealroom.co/investors/cognitive_slc,http://cognitiveslc.com,Cognitive SLC,North America,United States,Salt Lake City,,2017,,0,0,,,
3846701,accelerator,https://app.dealroom.co/investors/805_agtech,http://805agtech.com,805 AgTech,North America,United States,Paso Robles,,2019,,0,0,,,
3846700,accelerator,https://app.dealroom.co/investors/tabularasa_ventures,http://tabularasa.ventures,Tabularasa Ventures,North America,United States,New York City,,2018,Dec/2022,9,0,,,508
3846698,accelerator,https://app.dealroom.co/investors/ascend_bioventures,http://ascendbioventures.com,Ascend BioVentures,North America,United States,Town of Riverhead,,2018,,0,0,,,
3846696,accelerator,https://app.dealroom.co/investors/bluewave_ventures,http://bluewave.ventures,BlueWave Ventures,North America,United States,Greenwich,,2008,,0,0,,,
3846687,accelerator,https://app.dealroom.co/investors/vc_include,http://vcinclude.com,VC Include,North America,United States,New York City,,2018,,0,0,,,
3846685,accelerator,https://app.dealroom.co/investors/tinkerbarn_ventures,https://tinkerbarn.com,TinkerBarn Ventures,North America,United States,Park City,,2021,,0,0,,,
3846676,accelerator,https://app.dealroom.co/investors/the_entrepreneurs_network_new_york_,http://ten-ny.org,The Entrepreneurs Network (New York),North America,United States,Rochester,,2006,,0,0,,,
3846673,accelerator,https://app.dealroom.co/investors/anza_partners,http://anzapartners.com,ANZA Partners,North America,United States,San Francisco,,2001,,0,0,,,
3846672,accelerator,https://app.dealroom.co/investors/moon_creative_lab,http://mooncreativelab.com,Moon Creative Lab,North America,United States,Palo Alto,,2018,Feb/2025,1,0,,,53.9
3846671,accelerator,https://app.dealroom.co/investors/a_i_first_alabama_global_innovation_accelerator,http://ai1al.com,A.I. First Alabama Global Innovation Accelerator,North America,United States,Birmingham,,,,0,0,,,
3846666,accelerator,https://app.dealroom.co/investors/cube_ventures_ai_,http://cube.ventures,Cube Ventures (AI),South America,Colombia,Bogotá,,,Jun/2023,40,0,,,
3846665,accelerator,https://app.dealroom.co/investors/claggett_wolfe_associates,http://claggettwolfe.com,Claggett Wolfe Associates,North America,United States,Auburn,,1996,,0,0,,,
3846662,accelerator,https://app.dealroom.co/investors/ven2re,http://ven2re.com,Ven2re,North America,United States,Clearwater,,2017,,0,0,,,
3846658,accelerator,https://app.dealroom.co/investors/moonshotworks,http://moonshotworks.com,MoonshotWorks,North America,United States,Santa Barbara,,2014,,0,0,,,
3846654,accelerator,https://app.dealroom.co/investors/2030_ventures,http://2030ventures.com,2030 Ventures,North America,United States,Irvine,,2014,,0,0,,,
3846652,accelerator,https://app.dealroom.co/investors/cube_2_7,http://cubeunc.org,CUBE,North America,United States,Chapel Hill,,2015,,0,0,,,
3846648,accelerator,https://app.dealroom.co/investors/uplift_innovation,http://upliftaccelerator.com,Uplift Accelerator,North America,United States,West Windsor Township,,2019,,0,0,,,
3846638,accelerator,https://app.dealroom.co/investors/ch3_ventures,http://ch3ventures.com,CH3 Ventures,North America,United States,New York City,,2017,,0,0,,,
3846637,accelerator,https://app.dealroom.co/investors/kentucky_innovation_network,http://kyinnovation.com,Kentucky Innovation Network,North America,United States,Lexington,,2001,Jul/2023,21,0,2.2,0,9.56
3846636,accelerator,https://app.dealroom.co/investors/di5,http://difive.com,Di5,North America,United States,Boston,,,,0,0,,,
3846628,accelerator,https://app.dealroom.co/investors/tuyo_ventures,http://tuyoventures.com,Tuyo Ventures,North America,United States,San Francisco,,2015,,0,0,,,
3846624,accelerator,https://app.dealroom.co/investors/3lox,http://3lox.com,3LOX,North America,United States,Doral,,2009,,0,0,,,
3846623,accelerator,https://app.dealroom.co/investors/hub_sarasota,http://hubsarasota.com,Hub Sarasota,North America,United States,Sarasota,,2008,,0,0,,,
3846618,accelerator,https://app.dealroom.co/investors/va_bio_tech_park,http://vabiotech.com,VA Bio+Tech Park,North America,United States,Richmond,,1995,,0,0,,,
3846613,accelerator,https://app.dealroom.co/investors/gamic_1,http://gamicevent.org,Gamic,North America,United States,Detroit,,2008,,0,0,,,
3846611,accelerator,https://app.dealroom.co/investors/california_life_sciences_institute,http://califesciencesinstitute.org,California Life Sciences Institute,North America,United States,South San Francisco,,1990,,0,0,,,
3846606,accelerator,https://app.dealroom.co/investors/the_concord_life_science_center,http://clsciencecenter.com,The Concord Life Science Center,North America,United States,Concord,,,,0,0,,,
3846602,accelerator,https://app.dealroom.co/investors/kosbe,http://kosbe.org,KOSBE,North America,United States,Kingsport,,,,0,0,,,
3846600,accelerator,https://app.dealroom.co/investors/mclaren_strategic_ventures,https://mclarenss.com,McLaren Strategic Ventures,North America,United States,Los Angeles,,2020,May/2022,1,0,,,2000
3846583,accelerator,https://app.dealroom.co/investors/option3_1,http://option3llc.com,Option3,North America,United States,Santa Monica,,2010,,0,0,,,
3846564,accelerator,https://app.dealroom.co/investors/redscout_ventures,http://redscoutventures.com,Redscout Ventures,North America,United States,New York City,,2000,,0,0,,,
3846563,accelerator,https://app.dealroom.co/investors/initiate_studios_1,http://initiate.studio,Initiate Studios,North America,United States,Hillsborough,,2020,Jun/2023,2,0,,,44
3846544,accelerator,https://app.dealroom.co/investors/10x_ventures_1,http://10xventures.fund,10X Ventures,North America,United States,New York City,,2019,,0,0,,,
3846543,accelerator,https://app.dealroom.co/investors/caminus_ventures,http://caminus.ventures,Caminus Ventures,North America,United States,New York City,,2021,,0,0,,,
3846539,accelerator,https://app.dealroom.co/investors/technology_innovation_center,http://theincubator.com,Technology Innovation Center,North America,United States,Evanston,,1986,Jun/2016,1,0,,,180
3846535,accelerator,https://app.dealroom.co/investors/altisource_labs,http://altisourcelabs.com,Altisource Labs,North America,United States,Boston,,2013,,0,0,,,
3846525,accelerator,https://app.dealroom.co/investors/ai_thinktank,http://aithinktank.com,AI ThinkTank,North America,United States,Bellevue,,2019,,0,0,,,
3846522,accelerator,https://app.dealroom.co/investors/latino_founders,http://latinofounder.com,Latino Founders,North America,United States,Portland,,,,0,0,,,
3846519,accelerator,https://app.dealroom.co/investors/inqventures,http://inqventures.com,inQventures,North America,United States,San Francisco,,,Feb/2024,1,0,,,
3846515,accelerator,https://app.dealroom.co/investors/the_rural_lab,http://therurallab.com,The Rural Lab,North America,United States,Kane,,2020,,0,0,,,
3846510,accelerator,https://app.dealroom.co/investors/metrics_legal,http://metricslegal.com,Metrics Legal,North America,United States,San Francisco,,2015,,0,0,,,
3846503,accelerator,https://app.dealroom.co/investors/sv_101_venture_partners,http://sv101venturepartners.com,SV 101 Venture Partners,North America,United States,Santa Clara,,2015,,0,0,,,
3846496,accelerator,https://app.dealroom.co/investors/capital_one_growth_labs,http://thecapitalonelab.com,Capital One Growth Labs,North America,United States,Arlington,,2016,,0,0,,,
3846491,accelerator,https://app.dealroom.co/investors/evolution_accelerator,https://myevolution360.com,Evolution Accelerator,North America,United States,Folsom,,2018,,0,0,,,
3846478,accelerator,https://app.dealroom.co/investors/accelerate_investors,http://accelerateinvestorsny.com,Accelerate Investors,North America,United States,New York City,,2016,,0,0,,,
3846469,accelerator,https://app.dealroom.co/investors/venture_handle,http://venturehandle.com,Venture Handle,North America,United States,Portland,,2014,,0,0,,,
3846466,accelerator,https://app.dealroom.co/investors/vc_lab,https://govclab.com/,VC Lab,North America,United States,Palo Alto,,2020,,0,0,,,
3846459,accelerator,https://app.dealroom.co/investors/tioga_incubator,http://tiogaincubator.com,Tioga Incubator,North America,United States,San Diego,,1992,,0,0,,,
3846458,accelerator,https://app.dealroom.co/investors/starcamp,https://starcampglobal.com,Starcamp,North America,United States,San Francisco,,2012,,0,0,,,
3846456,accelerator,https://app.dealroom.co/investors/employer_health_innovation_roundtable,http://ehir.com,Employer Health Innovation Roundtable,North America,United States,Newton,,2014,,0,0,,,
3846454,accelerator,https://app.dealroom.co/investors/bend_outdoor_worx,http://bendoutdoorworx.com,Bend Outdoor Worx,North America,United States,Bend,,2014,,0,0,,,
3846444,accelerator,https://app.dealroom.co/investors/mindset_global,http://mindsetglobal.com,Mindset Global,North America,United States,Bethesda,,2017,,0,0,,,
3846443,accelerator,https://app.dealroom.co/investors/fogarty_institute_for_innovation,http://fogartyinnovation.org,Fogarty Institute for Innovation,North America,United States,Mountain View,,2007,,0,0,,,
3846438,accelerator,https://app.dealroom.co/investors/wild_horse_labs,http://wildhorselabs.com,Wild Horse Labs,North America,United States,San Bernardino,,2014,,0,0,,,
3846436,accelerator,https://app.dealroom.co/investors/the_inventures_group,http://theinventuresgroup.com,The InVentures Group,North America,United States,Buffalo,,,Jun/2021,2,0,,,2.4
3846434,accelerator,https://app.dealroom.co/investors/purple_prize,https://amxela.com,Purple Prize,North America,United States,Honolulu,,2016,,0,0,,,
3846430,accelerator,https://app.dealroom.co/investors/gene_5,http://gene-5.com,Gene-5,North America,United States,Midland,,2019,,0,0,,,
3846427,accelerator,https://app.dealroom.co/investors/the_gentlemen_s_factory,http://gentlemensfactory.com,The Gentlemen's Factory,North America,United States,New York City,,2017,,0,0,,,
3846422,accelerator,https://app.dealroom.co/investors/karerra_capital,http://karerra.com,Karerra Capital,North America,United States,San Francisco,,,,0,0,,,
3846419,accelerator,https://app.dealroom.co/investors/unstuck_labs,http://unstucklabs.com,Unstuck Labs,North America,United States,Arlington,,2017,,0,0,,,
3846417,accelerator,https://app.dealroom.co/investors/uncharted_ventures,http://uncharted.ventures,Uncharted Ventures,North America,United States,Washington DC,,2015,,0,0,,,
3846416,accelerator,https://app.dealroom.co/investors/north_bank_innovations,http://northbankinnovations.org,North Bank Innovations,North America,United States,Vancouver,,2017,,0,0,,,
3846414,accelerator,https://app.dealroom.co/investors/gcu_s_canyon_ventures,http://gcuworks.com,GCU's Canyon Ventures,North America,United States,Phoenix,,2019,Feb/2020,1,0,,,6
3846413,accelerator,https://app.dealroom.co/investors/utopio,https://utopio.ai,Utopio,North America,United States,Orange,,2005,,0,0,,,
