name,website,domain,cohort,state,sector
Easy Ofertas,http://www.easyofertasapp.com.br,easyofertasapp.com.br,2024.1,Santa Catarina,Comércio Eletrônico
ELMO,http://www.elmosolution.com,elmosolution.com,2024.1,Paraíba,Alimentos
eMecânico,https://www.emecanico.com.br/,emecanico.com.br,2024.1,São Paulo,Automóveis
"EmpreendaRio, a Gestão Empresarial fácil para empreender",https://empreendario.com.br,empreendario.com.br,2024.1,Rio de Janeiro,Tecnologia da Informação e Comunicação
Evolutris,http://www.evolutris.com.br,evolutris.com.br,2024.1,São Paulo,Saúde
Finesse,http://finesse_on,finesse_on,2024.1,São Paulo,Cosméticos
Fishing Booking,https://fishingbooking.com.br/,fishingbooking.com.br,2024.1,Minas Gerais,Pesca
Flash Reader,https://www.instagram.com/flashreaderbr/,instagram.com,2024.1,Santa Catarina,Educação
Flowi,http://www.flowi.eco.br,flowi.eco.br,2024.1,Distrito Federal,Tecnologias Sustentáveis e Verdes
G&P Finanças para Mulheres Negras,https://gepfinancas.com.br,gepfinancas.com.br,2024.1,São Paulo,Setor financeiro
Gen&Vita,https://sites.google.com/view/gnv-biotech/home,sites.google.com,2024.1,São Paulo,Agronegócio
GIFT & LOVE,http://Giftlove.com.br,giftlove.com.br,2024.1,Amapá,Outros serviços
Global Touch,http://www.globaltouch.com.br,globaltouch.com.br,2024.1,Espírito Santo,Outros serviços
Gubi Tecnologia Educacional,https://gubi.com.br/,gubi.com.br,2024.1,São Paulo,Educação
Hedera,https://instagram.com/app.hedera,instagram.com,2024.1,Minas Gerais,Saúde
HelpCars,https://helpcars.com.br,helpcars.com.br,2024.1,São Paulo,Automóveis
HRmione,https://bento.me/hrmione,bento.me,2024.1,Maranhão,Recursos Humanos
Huri,https://www.hurihouse.com/,hurihouse.com,2024.1,São Paulo,Mercado Imobiliário
IA Explica/S3 Tecnologia,https://iaexplica.com.br/,iaexplica.com.br,2024.1,Amapá,Tecnologia da Informação e Comunicação
Inko Criativo,https://www.inkocriativo.com/,inkocriativo.com,2024.1,Rio de Janeiro,Educação
Intlet,https://intlet.app/,intlet.app,2024.1,Paraná,Eventos
IZZA,http://www.izzaweb.com.br,izzaweb.com.br,2024.1,Rio Grande do Sul,Varejo
Jacarandá Tijolos Ecológicos,http://jacarandatijoloecologico.com.br,jacarandatijoloecologico.com.br,2024.1,Bahia,Construção civil
Jobia,http://www.jobia.co,jobia.co,2024.1,Bahia,Recursos Humanos
KONNE,https://konnenetwork.com/,konnenetwork.com,2024.1,São Paulo,Tecnologia da Informação e Comunicação
Letter,http://www.letter.app.br,letter.app.br,2024.1,Minas Gerais,Setor financeiro
LIbrattum inteligência financeira,http://www.librattum.com.br,librattum.com.br,2024.1,Santa Catarina,Setor financeiro
LiciteGov,http://www.licitegov.com.br,licitegov.com.br,2024.1,Alagoas,Gestão Pública
Lumitz | Educação Empreendedora,https://linktr.ee/sejalumitz,linktr.ee,2024.1,Pernambuco,Educação
Madiba Pet,http://www.madibapet.com.br,madibapet.com.br,2024.1,São Paulo,Pet
Mapping Me,https://mappingme.ai/,mappingme.ai,2024.1,Rio Grande do Sul,Recursos Humanos
MarQ.,https://marqponto.com.br/,marqponto.com.br,2024.1,Paraná,Recursos Humanos
Match Jobs,https://www.matchjobsonline.com/,matchjobsonline.com,2024.1,Minas Gerais,Recursos Humanos
Matech,https://www.linkedin.com/company/matech-solution/,linkedin.com,2024.1,Pernambuco,Outros serviços
Medical AI - App de recomendação para prescrição médica,http://www.medicalai.com.br,medicalai.com.br,2024.1,Santa Catarina,Saúde
Megalo Educação Digital em Saúde,https://portalmegalo.com.br/,portalmegalo.com.br,2024.1,Rio de Janeiro,Saúde
Moradia Legal - seu imóvel urbano ou rural 100% reguolar,https://moradialegal.com.br/,moradialegal.com.br,2024.1,Bahia,Mercado Imobiliário
Mundo do Código,https://www.mundodocodigo.com.br/,mundodocodigo.com.br,2024.1,Minas Gerais,Educação
My Journey Tecnologia da Informação LTDA,https://myjourney.com.br,myjourney.com.br,2024.1,São Paulo,Saúde
Netcred Meios de Pagamento,https://netcredbrasil.com.br,netcredbrasil.com.br,2024.1,Santa Catarina,Setor financeiro
New Forte Saúde,http://Newfortesaude,newfortesaude,2024.1,Amapá,Saúde
Nossobb,http://www.nossobb.com.br,nossobb.com.br,2024.1,Espírito Santo,Outros serviços
NUMYY LOGTECH,http://NUMYYY.COM.BR,numyyy.com.br,2024.1,Minas Gerais,Serviços Logísticos
Nuprego Tecnologia,https://nuprego.com/,nuprego.com,2024.1,Amazonas,Automóveis
OBRAZAP,https://obrazap.com/,obrazap.com,2024.1,Goiás,Setor financeiro
Pagaíou Serviços Financeiros,https://pagaiou.com.br/,pagaiou.com.br,2024.1,Mato Grosso do Sul,Setor financeiro
PÉD' AÇAÍ MARKETPLACE,https://www.xn--pediaai-yxa.com.br/,xn--pediaai-yxa.com.br,2024.1,Amapá,Agronegócio
PERSONAL FIT,https://apppersonalfit.com.br/ig,apppersonalfit.com.br,2024.1,Goiás,Saúde
PETIAU,http://www.petiau.pet,petiau.pet,2024.1,Paraná,Pet
planttcê,http://www.planttce.com.br,planttce.com.br,2024.1,Paraná,Agronegócio
PortasPsi,https://beacons.ai/portas,beacons.ai,2024.1,Pernambuco,Saúde
"Predator Sports - Desempenho no atleta, precisão no esporte",https://www.linkedin.com/company/predator-sports/,linkedin.com,2024.1,Rio de Janeiro,Outros serviços
PROTEGE QUIMICA - COMERCIO DE EPIS LTDA,http://www.instagram.com/protegequimica?igsh=eXFmNnE5ajJ6eThu,instagram.com,2024.1,Rio Grande do Sul,Agricultura
Rastrobot,http://rastrobot.com/,rastrobot.com,2024.1,Espírito Santo,Mineração e metalurgia
RedCheck,https://redcheck.com.br/,redcheck.com.br,2024.1,Goiás,Saúde
Registra Contratos,https://www.registracontratos.com.br/,registracontratos.com.br,2024.1,Goiás,Jurídico
Rookie Music,https://www.rookieapp.com.br/,rookieapp.com.br,2024.1,São Paulo,Eventos
Ryd,http://ryd.com.br,ryd.com.br,2024.1,Minas Gerais,Serviços Logísticos
Serviço Fácil,http://www.servicofacil.com,servicofacil.com,2024.1,Pernambuco,Serviços domésticos
Seven Pesquisa e Estatísticas,https://www.instagram.com/sevenestatistica/,instagram.com,2024.1,Santa Catarina,Tecnologia da Informação e Comunicação
Smart E-tag,http://fabrasoftware.com.br,fabrasoftware.com.br,2024.1,Paraná,Tecnologia da Informação e Comunicação
Solução em secagem-transformação de lodo em biofertilizante,https://comercianteweb.com.br/gv/,comercianteweb.com.br,2024.1,Goiás,Saneamento
STARTLAW,http://THESTARTLAW.COM,thestartlaw.com,2024.1,Paraná,Jurídico
Suprimentes Aceleradora de Resultados,http://www.suprimentes.com.br,suprimentes.com.br,2024.1,São Paulo,Educação
Ta de Clinicagem,https://www.tadeclinicagem.com.br/,tadeclinicagem.com.br,2024.1,São Paulo,Saúde
Tô Na Roça App,,,2024.1,São Paulo,Agronegócio
Trackid ASSET MANAGEMENT 4.0,http://www.infraid.com.br,infraid.com.br,2024.1,São Paulo,Tecnologia da Informação e Comunicação
TRADING FOOD,https://www.tradingfood.com.br/,tradingfood.com.br,2024.1,Paraná,Alimentício
Tratamento de cárie sem uso da broca/AG3 P&D,,,2024.1,Pernambuco,Saúde
Treino Vip,https://www.treinovip.com.br/treinovip,treinovip.com.br,2024.1,Rio de Janeiro,Saúde
UCloset,http://ucloset.net,ucloset.net,2024.1,Amazonas,Comércio Eletrônico
vendorup,http://www.vendorup.co,vendorup.co,2024.1,São Paulo,Eventos
Venn Metrics,https://venn.com.br/,venn.com.br,2024.1,São Paulo,Setor financeiro
Virtutis Energy,https://www.virtutisenergy.com/,virtutisenergy.com,2024.1,Ceará,Energia
Viver+,,,2024.1,Bahia,Saúde
Vivmais Saúde & Longevidade,http://www.vivmais.com.br,vivmais.com.br,2024.1,São Paulo,Saúde
"VRX - ""Experiência na Realidade Virtual""",,,2024.1,Minas Gerais,Varejo
YAAD,https://meellostudio.com.br/,meellostudio.com.br,2024.1,São Paulo,Educação
Yapuana,https://yapuana.com/,yapuana.com,2024.1,Rio de Janeiro,Tecnologias Sustentáveis e Verdes
YouCreator,https://www.youcreator.com.br/,youcreator.com.br,2024.1,Amapá,Construção civil
YouWe,http://www.youwe.com.br,youwe.com.br,2024.1,Rio Grande do Sul,Recursos Humanos
ZCARBON - Soluções para Descarbonização,https://www.instagram.com/zcarbon_/,instagram.com,2024.1,Maranhão,Preservação Ambiental
zeroAI,http://zeroai.com.br,zeroai.com.br,2024.1,Santa Catarina,Marketing e Mídia
Álibidavez,https://www.instagram.com/alibidavez/,instagram.com,2024.1,Distrito Federal,Vestuário
Amazon Bioprotein,https://www.instagram.com/amznbioprotein/,instagram.com,2024.1,Amapá,Alimentos
BLUEC,https://www.instagram.com/bluec_ocean/,instagram.com,2024.1,Ceará,Agricultura
BOTSMAKER - INSTITUTO PENSAR E CRIAR,http://www.institutopensarecriar.com.br,institutopensarecriar.com.br,2024.1,Rio de Janeiro,Educação
Cais Impactaê,https://www.impactae.org/2024,impactae.org,2024.1,Bahia,Educação
CARVÃO DE AÇAÍ,https://www.instagram.com/carvao_acai?igsh=czhxeXVqbm9haHNt&utm_source=qr,instagram.com,2024.1,Amapá,Preservação Ambiental
Casgen Biotecnologia em Mudas,http://www.casgenbiotecnologia.com,casgenbiotecnologia.com,2024.1,Rio de Janeiro,Agricultura
CIPÓ,https://www.ciposolutions.com/,ciposolutions.com,2024.1,São Paulo,Tecnologia da Informação e Comunicação
Cocais Tech,https://www.instagram.com/p/C3C4_lSOVU8/?igsh=MTMwa3lvY3A5aG1raA==,instagram.com,2024.1,Maranhão,Tecnologias Sustentáveis e Verdes
Compre consciente,http://www.compreconsciente.com.br,compreconsciente.com.br,2024.1,São Paulo,Comércio Físico
Connect Carbon,https://connectcarbon.com.br/,connectcarbon.com.br,2024.1,Santa Catarina,Preservação Ambiental
daNatureza Produtos Biodegradáveis,https://instagram.com/__danatureza?igshid=1afktiud9832q,instagram.com,2024.1,São Paulo,Agronegócio
DINAM,http://www.dinam.com.br,dinam.com.br,2024.1,Pará,Alimentos
Drop Intermediação de Serviços Ltda.,https://www.instagram.com/drop.eco.br?igsh=MWhoZ2Q0bGx6a2Jjag==,instagram.com,2024.1,Espírito Santo,Automóveis
ecaves brasil,http://www.ecavesbrasil.com.br,ecavesbrasil.com.br,2024.1,Paraná,Turismo e Hotelaria
Eco.Cities,https://www.instagram.com/ecologica.residuos/,instagram.com,2024.1,Amapá,Saneamento
Ecoama Greentech,https://ecoama.eco/,ecoama.eco,2024.1,Rio de Janeiro,Cosméticos
EcoBanho,,,2024.1,São Paulo,Energia
EcoBio Microalgas,,,2024.1,Rio Grande do Sul,Agronegócio
Ecra Sustentabilidade Urbana / DogGrama,http://ecrasustentabilidadeurbana.com.br,ecrasustentabilidadeurbana.com.br,2024.1,São Paulo,Preservação Ambiental
FisioPelvis Mulher,https://www.instagram.com/fisiopelvismulher/,instagram.com,2024.1,Rio de Janeiro,Saúde
Green Balance (Twinmate),https://www.twinmate.io/,twinmate.io,2024.1,São Paulo,Tecnologias Sustentáveis e Verdes
Green Colors,https://www.instagram.com/tintasgreencolors/,instagram.com,2024.1,Amapá,Construção civil
Greenneat limpeza sustentável,http://www.greenneat.eco.br,greenneat.eco.br,2024.1,São Paulo,Tecnologias Sustentáveis e Verdes
Hambis - hábitos ambientais,http://hambis.com.br,hambis.com.br,2024.1,Goiás,Preservação Ambiental
Hbaw,http://www.hbaw.com.br,hbaw.com.br,2024.1,São Paulo,Saúde
IDA - INTELIGÊNCIA DE DESLOCAMENTO E ACESSO,https://www.idameguia.com.br/,idameguia.com.br,2024.1,Rio Grande do Sul,Turismo e Hotelaria
iMicro-Biotech: biotecnologia para agricultura,https://www.instagram.com/imicrobiotech?igsh=dG10NWhydGg0d3E5,instagram.com,2024.1,Rio de Janeiro,Agronegócio
Innovaeco,https://www.instagram.com/_innovaeco_/,instagram.com,2024.1,Maranhão,Tecnologias Sustentáveis e Verdes
IRIS,https://www.linkedin.com/company/iris-ness/,linkedin.com,2024.1,Santa Catarina,Preservação Ambiental
M2D1 Biossegurança - FS 22 Sustentabilidade Agroalimentar,https://www.linkedin.com/company/m2d1/?viewAsMember=true,linkedin.com,2024.1,São Paulo,Alimentos
Mais Value,https://maisvalue.com,maisvalue.com,2024.1,Alagoas,Agronegócio
Mamãe Pingo: inspiração para o jeito materno de cuidar,http://mamaepingo.com.br,mamaepingo.com.br,2024.1,Goiás,Saúde
Mangue Tech,http://mangue.tech,mangue.tech,2024.1,São Paulo,Tecnologia da Informação e Comunicação
MAZODAN Laboratório e Produtos Cimenticios,https://mazodan-mzd.blogspot.com/,mazodan-mzd.blogspot.com,2024.1,Amapá,Construção civil
monai,http://monai.com.br,monai.com.br,2024.1,Espírito Santo,Comércio Físico
Naturall do Brasil,http://www.naturall.com.br,naturall.com.br,2024.1,São Paulo,Alimentos
Neural Energia,https://www.neural-energia.com/,neural-energia.com,2024.1,Santa Catarina,Energia
Oficina HQ Ação Cultural,http://www.facebook.com/oficinahqoficial,facebook.com,2024.1,Bahia,Artes e Cultura
OTOH Monitoramento Sonoro,https://www.otoh.com.br/,otoh.com.br,2024.1,São Paulo,Outros serviços
PonTEA,,,2024.1,São Paulo,Saúde
REATTO Ambiental,http://www.reattoambiental.com,reattoambiental.com,2024.1,Santa Catarina,Tecnologias Sustentáveis e Verdes
Recickla,http://www.recickla.com.br,recickla.com.br,2024.1,Rio de Janeiro,Educação
Siaa,,,2024.1,Minas Gerais,Varejo
Sinclus,https://www.facebook.com/sinclusbr,facebook.com,2024.1,Ceará,Educação
Sistêmica Kovê Ltda.,https://www.facebook.com/sistemicakove/,facebook.com,2024.1,Mato Grosso do Sul,Agronegócio
Smart imobi,http://www.smartimobi.com.br,smartimobi.com.br,2024.1,São Paulo,Mercado Imobiliário
S'Obra - O brechó da sua obra,http://sobrasdaobra.com.br,sobrasdaobra.com.br,2024.1,Paraná,Construção civil
Teachbot programar brincando,,,2024.1,São Paulo,Educação
Tico e Tica Sensory,http://Www.ticoeticasensory.com.br,ticoeticasensory.com.br,2024.1,Paraná,Vestuário
Tudo Campo,https://tudocampo.com.br/,tudocampo.com.br,2024.1,Goiás,Agronegócio
WebBula - Produtos e Serviços em Tecnologia da Informação,https://www.webbula.com.br/inicio,webbula.com.br,2024.1,Paraná,Saúde
Yom Kids,http://www.yomkids.com,yomkids.com,2024.1,São Paulo,Educação
